39, Adm-clerical,40, Male, Bachelors, State-gov, <=50K
21, Sales,40, Male, HS-grad, Private, <=50K
51, Craft-repair,40, Male, HS-grad, Private, <=50K
46, Transport-moving,40, Male, HS-grad, State-gov, <=50K
50, Prof-specialty,75, Male, Prof-school, Self-emp-inc, >50K
50, Exec-managerial,48, Female, HS-grad, Self-emp-not-inc, <=50K
36, Exec-managerial,40, Female, HS-grad, Private, <=50K
31, Prof-specialty,40, Male, Bachelors, Local-gov, <=50K
20, Adm-clerical,10, Female, HS-grad, Private, <=50K
36, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
38, Craft-repair,40, Male, HS-grad, Private, <=50K
37, Craft-repair,45, Male, Bachelors, Private, >50K
39, Prof-specialty,40, Male, Masters, Private, >50K
18, Farming-fishing,36, Male, 10th, Private, <=50K
33, Sales,50, Male, HS-grad, Private, <=50K
35, Tech-support,40, Female, HS-grad, Private, <=50K
23, Handlers-cleaners,40, Male, Some-college, Private, <=50K
37, Other-service,36, Female, Bachelors, Private, <=50K
25, Other-service,30, Male, HS-grad, Private, <=50K
51, Tech-support,40, Male, Assoc-acdm, Federal-gov, <=50K
35, Craft-repair,40, Male, HS-grad, Private, <=50K
54, Machine-op-inspct,40, Male, 11th, Private, <=50K
66, ?,30, Male, HS-grad, ?, <=50K
32, Other-service,13, Female, HS-grad, Private, <=50K
37, Protective-serv,55, Male, Bachelors, Self-emp-not-inc, >50K
29, Sales,40, Male, Bachelors, Private, >50K
45, Handlers-cleaners,37, Male, Bachelors, Private, <=50K
61, Sales,40, Male, Some-college, Self-emp-inc, <=50K
40, Adm-clerical,40, Female, Some-college, Private, <=50K
24, Transport-moving,49, Female, HS-grad, Private, <=50K
49, Machine-op-inspct,38, Male, 7th-8th, Private, <=50K
51, Exec-managerial,50, Male, Masters, Self-emp-not-inc, >50K
34, Transport-moving,40, Male, HS-grad, Private, <=50K
28, ?,40, Female, HS-grad, ?, <=50K
20, Sales,40, Male, Some-college, Private, <=50K
30, Adm-clerical,37, Female, Some-college, Private, <=50K
49, Prof-specialty,80, Male, Masters, Self-emp-inc, >50K
26, Sales,40, Male, Some-college, Private, <=50K
63, Adm-clerical,45, Male, 10th, Private, <=50K
36, Transport-moving,55, Male, Assoc-acdm, Private, <=50K
63, Prof-specialty,40, Male, Bachelors, Self-emp-not-inc, >50K
22, Adm-clerical,10, Female, HS-grad, Private, <=50K
40, Sales,40, Male, HS-grad, Private, >50K
31, Adm-clerical,35, Female, 7th-8th, Private, <=50K
49, Craft-repair,50, Male, Some-college, Private, <=50K
35, Prof-specialty,55, Male, Masters, Private, >50K
23, Prof-specialty,20, Female, Bachelors, State-gov, <=50K
25, Sales,40, Male, Assoc-voc, Private, >50K
34, ?,40, Male, HS-grad, ?, <=50K
28, Craft-repair,45, Male, Bachelors, Private, >50K
44, Machine-op-inspct,35, Male, Some-college, Self-emp-not-inc, <=50K
33, Transport-moving,40, Male, HS-grad, Private, <=50K
21, Adm-clerical,45, Male, Some-college, Private, <=50K
55, Other-service,40, Male, 11th, Private, <=50K
17, ?,8, Female, 11th, ?, <=50K
75, Sales,15, Male, HS-grad, Self-emp-not-inc, <=50K
61, Machine-op-inspct,40, Female, 9th, Private, <=50K
53, Adm-clerical,40, Female, HS-grad, Private, <=50K
26, Protective-serv,45, Male, Assoc-acdm, Local-gov, >50K
48, Sales,50, Male, Some-college, Private, >50K
28, Exec-managerial,50, Male, Masters, State-gov, >50K
30, ?,50, Female, Bachelors, ?, <=50K
29, Handlers-cleaners,45, Male, HS-grad, Private, <=50K
25, Tech-support,40, Female, Some-college, Private, <=50K
37, Transport-moving,40, Male, HS-grad, Private, <=50K
43, Prof-specialty,55, Female, Bachelors, Local-gov, <=50K
40, Transport-moving,40, Male, HS-grad, Local-gov, <=50K
34, Craft-repair,45, Male, 10th, Private, >50K
55, Prof-specialty,30, Male, Doctorate, Private, >50K
31, Tech-support,20, Male, Assoc-acdm, Local-gov, <=50K
21, ?,40, Female, Some-college, ?, <=50K
32, Farming-fishing,40, Male, HS-grad, Self-emp-not-inc, <=50K
26, Prof-specialty,50, Male, Prof-school, State-gov, <=50K
26, Prof-specialty,50, Male, Bachelors, Private, >50K
44, Transport-moving,40, Male, Some-college, Private, <=50K
49, Transport-moving,52, Male, HS-grad, Private, >50K
21, ?,30, Female, HS-grad, ?, <=50K
26, Adm-clerical,30, Female, HS-grad, Private, <=50K
40, Farming-fishing,60, Male, HS-grad, Self-emp-not-inc, <=50K
19, Adm-clerical,40, Female, 11th, Self-emp-not-inc, <=50K
58, Farming-fishing,40, Male, HS-grad, Private, <=50K
61, Tech-support,40, Male, Assoc-voc, Private, >50K
28, Sales,63, Male, Some-college, Self-emp-not-inc, <=50K
26, Farming-fishing,40, Male, Bachelors, Private, <=50K
64, Adm-clerical,25, Female, HS-grad, Private, <=50K
42, Exec-managerial,60, Male, Bachelors, Self-emp-inc, >50K
41, Tech-support,40, Male, Some-college, Private, >50K
45, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
39, Sales,50, Male, Bachelors, Private, >50K
41, Other-service,40, Male, HS-grad, Local-gov, <=50K
51, Other-service,40, Female, 11th, Private, <=50K
34, Adm-clerical,40, Female, Assoc-voc, Private, <=50K
33, Exec-managerial,45, Male, Masters, Private, >50K
23, Other-service,40, Male, Some-college, Private, >50K
35, Craft-repair,60, Male, Some-college, Self-emp-not-inc, <=50K
41, Priv-house-serv,25, Female, 11th, Private, <=50K
39, Craft-repair,50, Female, Masters, Private, <=50K
41, Sales,55, Male, Some-college, Private, <=50K
33, Exec-managerial,40, Male, Some-college, Self-emp-inc, <=50K
22, Other-service,40, Male, HS-grad, Private, <=50K
25, Exec-managerial,45, Female, Some-college, Private, <=50K
25, Machine-op-inspct,40, Female, Some-college, Private, <=50K
77, Adm-clerical,20, Male, 7th-8th, Self-emp-not-inc, >50K
33, ?,40, Female, Assoc-voc, ?, <=50K
66, Sales,40, Female, HS-grad, Private, <=50K
19, Sales,35, Male, Some-college, Private, <=50K
44, Other-service,38, Female, HS-grad, Private, <=50K
45, Sales,42, Female, Masters, Self-emp-inc, >50K
28, Sales,50, Male, Some-college, Private, <=50K
19, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
43, Machine-op-inspct,40, Male, HS-grad, Private, >50K
39, Tech-support,40, Male, Bachelors, Private, >50K
33, Sales,50, Male, Bachelors, Private, <=50K
44, Other-service,40, Female, HS-grad, Private, <=50K
62, Machine-op-inspct,40, Female, 7th-8th, Private, <=50K
40, Sales,50, Male, Some-college, Private, >50K
41, Other-service,6, Male, HS-grad, Private, <=50K
23, Other-service,30, Male, Some-college, Local-gov, <=50K
48, Craft-repair,40, Male, HS-grad, Private, >50K
38, Prof-specialty,45, Male, Masters, Private, <=50K
37, Exec-managerial,50, Male, Masters, Private, >50K
45, Prof-specialty,55, Male, Masters, Private, >50K
29, Protective-serv,40, Male, HS-grad, Private, <=50K
66, Adm-clerical,25, Female, HS-grad, Local-gov, <=50K
19, Other-service,50, Female, HS-grad, Private, <=50K
23, Handlers-cleaners,39, Male, 9th, Private, <=50K
34, Tech-support,40, Male, Bachelors, Private, >50K
39, Exec-managerial,45, Female, Masters, Private, <=50K
33, Transport-moving,60, Male, HS-grad, Self-emp-not-inc, <=50K
43, Sales,10, Female, Some-college, Private, <=50K
27, Transport-moving,99, Male, HS-grad, Private, <=50K
33, Adm-clerical,35, Male, Some-college, State-gov, <=50K
26, Farming-fishing,30, Male, 5th-6th, Private, <=50K
56, Exec-managerial,60, Male, Masters, Self-emp-inc, >50K
46, Sales,36, Male, HS-grad, Private, <=50K
38, Craft-repair,40, Female, Assoc-acdm, Private, <=50K
90, Craft-repair,40, Male, 11th, Private, <=50K
72, Exec-managerial,25, Male, Some-college, Self-emp-inc, >50K
20, Adm-clerical,15, Female, HS-grad, Private, <=50K
29, Craft-repair,48, Male, HS-grad, Private, <=50K
49, Transport-moving,75, Male, 11th, Private, <=50K
23, Other-service,35, Female, HS-grad, Private, <=50K
20, Sales,18, Female, Some-college, Private, <=50K
57, Exec-managerial,40, Male, Bachelors, Private, <=50K
46, Prof-specialty,40, Female, Assoc-acdm, Private, <=50K
33, Prof-specialty,40, Male, Bachelors, Private, >50K
24, Sales,55, Male, Bachelors, Private, <=50K
49, Craft-repair,45, Male, Assoc-voc, Private, <=50K
54, Transport-moving,65, Male, HS-grad, Private, <=50K
46, Prof-specialty,50, Female, Doctorate, Federal-gov, >50K
31, Craft-repair,50, Male, Assoc-voc, Self-emp-not-inc, <=50K
43, Prof-specialty,40, Male, Prof-school, Self-emp-inc, >50K
18, ?,6, Female, Some-college, ?, <=50K
19, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
46, Adm-clerical,40, Male, Assoc-acdm, Private, <=50K
43, Prof-specialty,40, Male, Bachelors, Private, <=50K
58, Craft-repair,40, Male, HS-grad, Private, <=50K
43, Sales,45, Male, HS-grad, Self-emp-not-inc, <=50K
37, ?,40, Male, Some-college, ?, <=50K
21, Adm-clerical,25, Male, 12th, Federal-gov, <=50K
52, Adm-clerical,70, Male, Masters, State-gov, >50K
34, Craft-repair,32, Male, Assoc-voc, Private, >50K
28, Handlers-cleaners,40, Female, Assoc-voc, Private, <=50K
34, Transport-moving,40, Male, HS-grad, Private, <=50K
29, Machine-op-inspct,40, Male, HS-grad, Private, >50K
39, Farming-fishing,65, Male, HS-grad, Private, <=50K
49, Machine-op-inspct,35, Female, 11th, Private, <=50K
35, Craft-repair,50, Male, Some-college, Private, >50K
31, Other-service,20, Female, Some-college, Private, <=50K
18, Handlers-cleaners,30, Male, Some-college, Private, <=50K
47, Other-service,40, Male, HS-grad, Local-gov, >50K
46, Sales,50, Male, HS-grad, Private, <=50K
43, Sales,40, Male, Bachelors, Private, >50K
51, Craft-repair,40, Male, HS-grad, Federal-gov, >50K
21, Adm-clerical,40, Female, Some-college, Private, <=50K
18, ?,40, Male, Some-college, ?, <=50K
31, Prof-specialty,35, Female, Bachelors, State-gov, >50K
39, Protective-serv,40, Male, HS-grad, Local-gov, >50K
58, Adm-clerical,48, Male, 11th, Private, <=50K
36, Prof-specialty,40, Female, Masters, Private, <=50K
38, Machine-op-inspct,40, Female, HS-grad, Private, <=50K
31, Exec-managerial,35, Female, Bachelors, Private, >50K
19, Handlers-cleaners,40, Male, 11th, Private, <=50K
38, Tech-support,36, Female, Assoc-voc, Private, <=50K
26, Prof-specialty,60, Female, Assoc-voc, Private, <=50K
38, Adm-clerical,16, Female, Assoc-acdm, Private, <=50K
36, Craft-repair,45, Male, Some-college, Private, <=50K
40, Exec-managerial,45, Male, HS-grad, Private, >50K
25, Tech-support,40, Male, Bachelors, Private, <=50K
41, Tech-support,25, Female, Bachelors, Private, >50K
33, Sales,45, Male, HS-grad, Private, <=50K
63, ?,16, Male, HS-grad, ?, <=50K
51, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
34, Sales,40, Male, HS-grad, Private, <=50K
33, Sales,40, Male, Assoc-voc, Private, <=50K
25, Craft-repair,45, Male, 10th, Private, <=50K
30, Sales,66, Male, HS-grad, Self-emp-not-inc, <=50K
19, Adm-clerical,25, Male, Some-college, Private, <=50K
47, Exec-managerial,40, Female, HS-grad, Private, >50K
26, Adm-clerical,40, Female, Bachelors, Private, <=50K
21, Other-service,14, Female, Some-college, State-gov, <=50K
36, Other-service,60, Male, HS-grad, Private, >50K
60, Machine-op-inspct,40, Male, 10th, Private, <=50K
28, Prof-specialty,40, Male, HS-grad, Private, <=50K
19, Adm-clerical,14, Female, HS-grad, Private, <=50K
42, Prof-specialty,90, Male, Bachelors, Private, <=50K
36, Machine-op-inspct,36, Female, HS-grad, Private, <=50K
35, Other-service,38, Female, HS-grad, Private, <=50K
22, Adm-clerical,25, Female, Some-college, Private, <=50K
54, Craft-repair,40, Male, HS-grad, Private, >50K
36, Prof-specialty,45, Male, Bachelors, Private, <=50K
55, Transport-moving,65, Male, HS-grad, Private, <=50K
57, Adm-clerical,40, Male, Masters, Private, <=50K
56, Transport-moving,36, Male, 7th-8th, Private, <=50K
24, Exec-managerial,50, Male, HS-grad, Private, <=50K
35, Prof-specialty,40, Male, Bachelors, Local-gov, >50K
51, Sales,40, Male, 11th, Self-emp-inc, <=50K
34, Exec-managerial,44, Male, HS-grad, Private, <=50K
36, Adm-clerical,42, Female, Assoc-acdm, Private, <=50K
51, Other-service,40, Female, 9th, Local-gov, <=50K
46, Prof-specialty,60, Male, Doctorate, Self-emp-inc, >50K
42, Exec-managerial,50, Female, HS-grad, Private, <=50K
25, Prof-specialty,40, Female, Bachelors, State-gov, <=50K
22, Handlers-cleaners,50, Male, HS-grad, Private, <=50K
37, Craft-repair,40, Male, HS-grad, Private, <=50K
48, Sales,40, Male, Bachelors, Private, >50K
61, Prof-specialty,50, Male, Bachelors, Private, >50K
40, Transport-moving,40, Male, 12th, Private, <=50K
58, Exec-managerial,20, Female, HS-grad, Self-emp-inc, >50K
52, Farming-fishing,20, Male, HS-grad, Private, <=50K
18, Other-service,20, Male, 11th, Private, <=50K
27, Machine-op-inspct,40, Male, 10th, Private, <=50K
48, Prof-specialty,45, Male, Some-college, Self-emp-not-inc, <=50K
63, Craft-repair,16, Male, 9th, Private, <=50K
38, Craft-repair,60, Male, HS-grad, Self-emp-not-inc, <=50K
31, Adm-clerical,40, Male, Some-college, Private, <=50K
40, Prof-specialty,60, Male, Some-college, Self-emp-not-inc, <=50K
41, Exec-managerial,40, Male, HS-grad, Private, <=50K
28, Prof-specialty,40, Female, Bachelors, Private, <=50K
31, Prof-specialty,50, Male, Prof-school, Private, >50K
32, Craft-repair,55, Male, Assoc-voc, Private, >50K
30, Handlers-cleaners,72, Male, HS-grad, Private, <=50K
39, Craft-repair,40, Male, HS-grad, Local-gov, <=50K
28, Sales,50, Male, Bachelors, Private, <=50K
31, Handlers-cleaners,35, Female, HS-grad, Private, <=50K
21, ?,20, Male, Some-college, ?, <=50K
33, ?,40, Female, HS-grad, ?, <=50K
44, Prof-specialty,40, Male, Masters, State-gov, >50K
22, Farming-fishing,25, Male, Some-college, Private, <=50K
42, Other-service,40, Male, HS-grad, Private, <=50K
36, Craft-repair,35, Male, Assoc-acdm, Private, <=50K
39, Exec-managerial,40, Male, Masters, Private, <=50K
61, Exec-managerial,40, Male, Some-college, Private, <=50K
31, Transport-moving,40, Male, HS-grad, Private, <=50K
21, Other-service,25, Female, Some-college, Private, <=50K
39, Farming-fishing,90, Male, Some-college, Self-emp-not-inc, <=50K
34, Farming-fishing,80, Male, HS-grad, Self-emp-not-inc, <=50K
21, Other-service,15, Male, Some-college, Private, <=50K
75, Prof-specialty,48, Male, Bachelors, Self-emp-not-inc, >50K
21, Other-service,24, Male, Some-college, Private, <=50K
81, Sales,15, Male, Some-college, Private, <=50K
54, Other-service,40, Male, HS-grad, Self-emp-inc, <=50K
34, Prof-specialty,65, Male, Bachelors, Private, <=50K
54, Prof-specialty,50, Male, Prof-school, Self-emp-not-inc, >50K
41, Other-service,45, Male, HS-grad, Private, <=50K
61, ?,40, Female, Bachelors, ?, <=50K
63, Other-service,20, Male, HS-grad, Private, <=50K
24, Machine-op-inspct,40, Male, Some-college, Private, <=50K
20, Adm-clerical,40, Female, HS-grad, Private, <=50K
44, Prof-specialty,60, Female, Bachelors, Local-gov, <=50K
47, Sales,40, Male, Bachelors, Self-emp-not-inc, >50K
31, Craft-repair,40, Male, Some-college, Private, <=50K
41, Craft-repair,40, Male, 7th-8th, Private, <=50K
53, Craft-repair,60, Male, HS-grad, Self-emp-not-inc, <=50K
63, Adm-clerical,40, Female, HS-grad, Private, <=50K
44, Prof-specialty,45, Male, Masters, Private, >50K
37, Craft-repair,46, Male, HS-grad, Private, >50K
28, Craft-repair,50, Male, Some-college, Private, >50K
71, ?,10, Male, Some-college, ?, <=50K
57, Adm-clerical,40, Female, HS-grad, Private, <=50K
22, Farming-fishing,10, Male, Some-college, Private, <=50K
33, Adm-clerical,45, Male, Bachelors, Local-gov, >50K
30, Adm-clerical,55, Female, Some-college, Private, <=50K
20, Craft-repair,40, Male, HS-grad, Private, <=50K
28, Adm-clerical,45, Female, Bachelors, Private, <=50K
54, Priv-house-serv,10, Female, 11th, Private, <=50K
20, Handlers-cleaners,35, Male, HS-grad, Private, <=50K
34, Exec-managerial,40, Male, HS-grad, Private, <=50K
21, Adm-clerical,40, Male, Some-college, Private, <=50K
29, Other-service,40, Female, Some-college, State-gov, <=50K
51, Exec-managerial,40, Female, Some-college, Private, <=50K
39, Machine-op-inspct,70, Female, HS-grad, Private, <=50K
19, Adm-clerical,38, Female, Some-college, Private, <=50K
22, Farming-fishing,40, Male, HS-grad, Local-gov, <=50K
59, Adm-clerical,38, Female, Some-college, State-gov, <=50K
18, Sales,13, Male, 11th, Private, <=50K
22, Other-service,20, Male, HS-grad, Private, <=50K
42, Craft-repair,40, Male, Some-college, Local-gov, >50K
39, Craft-repair,40, Male, Assoc-acdm, Private, <=50K
31, Sales,40, Male, Bachelors, Private, >50K
28, Craft-repair,40, Female, 11th, Private, <=50K
22, Exec-managerial,7, Female, Bachelors, Private, <=50K
67, Other-service,40, Female, Masters, Private, <=50K
17, Sales,25, Female, 11th, Private, <=50K
47, Adm-clerical,40, Male, Assoc-acdm, Federal-gov, >50K
23, Adm-clerical,5, Female, Bachelors, Private, <=50K
20, Other-service,40, Female, HS-grad, Private, <=50K
22, Sales,40, Female, HS-grad, Private, <=50K
47, Transport-moving,40, Male, 7th-8th, State-gov, <=50K
49, Sales,40, Female, Some-college, Private, >50K
64, ?,20, Male, Some-college, ?, <=50K
35, Exec-managerial,40, Female, Some-college, State-gov, <=50K
52, Exec-managerial,40, Female, Some-college, Federal-gov, <=50K
29, Sales,40, Female, HS-grad, Private, <=50K
73, Sales,40, Female, 10th, Self-emp-inc, <=50K
38, Prof-specialty,50, Male, HS-grad, Self-emp-not-inc, >50K
59, Exec-managerial,52, Male, HS-grad, Self-emp-not-inc, >50K
35, Craft-repair,35, Male, Some-college, Private, <=50K
18, Sales,15, Female, Some-college, Private, <=50K
24, Adm-clerical,40, Female, HS-grad, Private, <=50K
33, Prof-specialty,50, Male, Bachelors, Local-gov, <=50K
40, Exec-managerial,55, Female, Some-college, Private, <=50K
55, Adm-clerical,40, Female, HS-grad, Private, <=50K
44, Prof-specialty,40, Male, HS-grad, Private, <=50K
40, Prof-specialty,60, Female, Bachelors, Private, <=50K
22, Handlers-cleaners,40, Male, HS-grad, Private, <=50K
55, Exec-managerial,40, Female, Some-college, Private, >50K
45, Tech-support,26, Female, HS-grad, Private, <=50K
47, Prof-specialty,50, Female, Bachelors, Local-gov, >50K
56, Craft-repair,40, Male, HS-grad, Private, <=50K
44, Machine-op-inspct,40, Male, HS-grad, Private, <=50K
32, Adm-clerical,38, Male, Some-college, State-gov, <=50K
17, Other-service,20, Male, 10th, Private, <=50K
44, Exec-managerial,50, Male, Some-college, Private, <=50K
32, Sales,80, Male, Assoc-acdm, Self-emp-not-inc, <=50K
35, Sales,60, Male, Bachelors, Private, >50K
27, Other-service,40, Male, HS-grad, Private, <=50K
32, Prof-specialty,50, Male, HS-grad, Private, <=50K
68, Transport-moving,70, Male, 11th, Private, <=50K
20, Other-service,20, Female, Some-college, Private, <=50K
33, Adm-clerical,40, Female, Some-college, Private, <=50K
24, Handlers-cleaners,12, Male, 9th, Private, <=50K
48, Craft-repair,45, Male, HS-grad, Private, <=50K
45, Prof-specialty,50, Female, Masters, Private, <=50K
48, Adm-clerical,40, Female, Some-college, Private, <=50K
28, Prof-specialty,45, Male, Masters, Private, >50K
60, ?,35, Male, Some-college, ?, >50K
39, Prof-specialty,40, Female, Masters, Local-gov, <=50K
